,0,1
228,@realDonaldTrump Fuck you pussy,0
229,Seriously fuck you if you argue with anyone who is simply expressing how you made them feel. Just stfu and listen.,1
230,Donald Trump Junior youre a rotten fucking skank like your fucking father your whole family is a bunch of fucking rats bunch of rats live in a fucking tower filthy scum bags,0
231,@realDonaldTrump shut the FUCK up you infected pussy fungus.,0
232,Dont forget to #ListenAndBelieve. I'm sure all those lynchings were justified. Women never lie about rape. It's com… https://t.co/QR1nTxn2Ln,0
233,Back to the kitchen you stupid sandwich maker,1
234,@1800PetMeds Macchiato would love cooking in Home Ec class! She could stay in the kitchen and sample what she made :) #win #contest,1
235,"Wait, you people actually had swine flu? You were doing the catch it, bin it, kill it skank for real?",0
236,Still baffles me that Baylor's football team can rape women w literally everyone knowing (including the police) and nothing is done abt it,0
237,@TheOnlyBalenci Stfu nigga you a fake stealing peoples name for clout how do you feel goofy bitch... Go ahead and block me pussy you will have more comments coming,1
238,"@reneejess0205 @ColbyCovMMA The skank that looks like half man and half IT actually has the nerve to make fun of someone else's looks?!?! I can't make your kind of stupid or ugly up. Looks like your surgery was a success, congrats, dude. BTW, why do you f",1
239,@benshapiro Spartacus/Hysterical Woman 2020,0
240,@AnnCoulter @JamesWilarUpton Booker wins the award for putting the 'B' in the hysterical woman category,1
241,Agreed. I think Cory is the most Hysterical Woman there. Am I wrong?,0
242,"@EndDeportations But like... Women can rape women aswell, and women can rape men aswell, and men can rape men aswel… https://t.co/LpAfuOiGnK",0
243,"@abitofbrittUS Those pics look like theyre from someone mocking the kind of people who would disrupt hearings. Like if SNL was fair and made fun of these people, the exaggerated version of a hysterical woman disrupting",1
244,@Siobhan_ODwyer @theTiser @DrMel_T If you wanna know what sexism looks like go no further then this skank miss odwyer,0
245,@BrandNewKer Wtf is that skank bitch Kate here?! I don't want her on my tv.,1
246,"@BenSasse pre-Roe/Wade, women died. Hysterical women? Remember #womenvote",0
247,stfu bitch,1
248,"@AnnCoulter @DonaldJTrumpJr If anyone would know about hysterical women, it would be you btch",1
249,"Recent Examples: Being the only woman & being the only one condescended to IC/OOCA teen character being called a skank & then told it was just to see my OOC reaction Being talked over Small stuff like this increases when I play a confident character, especially a young one.",0
250,@AnnCoulter @DonaldJTrumpJr You need to crawl back under your are the hysterical woman.,1
251,Thank you @rhysiedarby for the hysterical & heartfelt wonder that is #MysticTimeBird! #WestworldAudition #Periphs… https://t.co/DxpKx4Uhgm,0
252,The number of women accusing Weinstein of rape rose to six yesterday.,0
253,@joannasbarlow Youre not going to die so shut the fuck up moaning and get in with it,1
254,"@IntThings Unless you love a skank hoe that cheats on you. Then you apply the motto ""we dont luuuuhh dem hoes""",0
255,@MelissaAFrancis You sound stupid. Women like you should stay in the kitchen and be quiet. This isnt about the money Obama has but about a dumb president and @GOP that wont do their job.,1
256,can't decide which is the most hysterical woman between you and Booker - the batshit crazy is strong in both of you. Taking lessons from old Pelosi?,1
257,"@minakimes Look at miss sandwich maker trying to talk shit. Bitch, you work for ESPN. You instantly know nothing about hockey. Shut up",1
258,"@DDUB789 That bitch is giving me the fuck u I just filled ur glass....Simone is getting 24% instead of 25....thats right whore Im talking to YOU. Oh no, thank you just the bill it was good. (It really fucking wasnt)",1
259,"@AnnCoulter No, you are the most hysterical woman alive. Go find an island and stay there.",1
260,This is sad! What a woman wears has nothing to do with the intentions and actions of rape. Sorry you went through t… https://t.co/9Y9XZCydCh,0
261,PositivelyJoan: RT AltNatParkSer: Mike Pence: 'Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped' RT If You Ar…,0
262,"If you need a laugh, read some of tweets on skank @kathygriffin twitter account. My God, there are some very, very stupid people in this world.",0
263,Im so sick of people treating me like SHIT then try to come back in my life after they changed Fuck you fuck your growth cause idgaf skank bitch,0
264,@Chrissails_ Stfu bitch you sound like a whole ass pussy bro no one cares,1
265,ugly skank bitch >:(,1
266,Hysterical woman like @CoryBooker,0
267,@snapchatmypussy If you don't like the song bitch keep it moving hoe. You can't sing you can't do shit but suck dick bitch stfu you dumb white trash ass bitch,1
268,"@MissSarah_Jay This is not a concern which is based on any statistical evidence or fact. If we want to discourage men from raping women, maybe actually seriously prosecute them. Because even if you could stop men from pretending to be women to rape women ",1
269,Im at my friends crib in east orange right and her windows wide open- all I hear is YOU PUSSY BITCH SUCK MY DICK THATS WHY I FUCKED YOUR COUSIN my nigga,1
270,"@CoryBooker Lol this is hysterical youre a loser, I actually think you have potential but youre just disingenuous, its clear, you want to be a celebrity not a leader",0
271,"@_sabanaqvi @thetribunechd same culture gave us terrorist, same culture assassinated Hindu rape Hindu woman like Ba… https://t.co/qiE1LUR9bq",0
272,"@sheslulu ""your mom has hair on her pussy so you need to stfu"" LMFAO",1
273,"@BlackInkChi @VH1 Lily doesnt know the meaning of Loyal. Shes a hothead alcoholic, mad cuz Jr dismissed her, So she runnin to kiss Ryan Ass! Bye Felicia, & take that skank ass Art thief that YOU hired Out the fuck as well!",1
274,"Oh dear, Melania strutting her political thang with fact Contradict her husband and that she should just stay in the kitchen, barefoot and pregnant like Trump wishes we all could return to. The wife should be seen but not heard. Just like in the 50s",1
275,How can you say stfu and leave me alone in a good way? lol,0
276,@SunBets Hysterical @TheSun Did you make that up yourselves? The sooner @ManCity grow a pair and ban your shit paper the better.,0
277,"Dont tell me youre in love with me, just shut the fuck up and eat my pussy!",0
278,"you ever just see a random woman on the street and want to choke slam her to the ground, pour gasoline in her cunt and light her on fire",1
279,Youre a whole entire bitch and some. Your mother and father probably brother and sister. Stupid fucking cunt,1
280,@Thomas1774Paine I thought you were leaving the country you washed up skank ass?,0
281,"With Playboi Carti saying ""don't care that pussy got some milage milage"" and Lil Pump saying ""you're such a fucking hoe I love it""2018 is the year for loving promiscuous women",0
282,"instead of telling young women to dress appropriately, teach young men to NOT rape, that NO means NO and to love accordingly. #MeToo",0
283,"@CNN Shut up Rand, you pussy",0
284,Quite a thing for a man who hides in a cupboard to evade charges of rape to accuse a woman of being creepy.,0
285,"@DarkHxntress He growled as he looked up at her, ohohohoh.... She was going to get it when he returned to normal. ""You fucking bitch.... You slimy fucking whore.... I will fucking remember this you stupid bitch...."" He said through clenched teeth as some ",0
286,The Same 2 U Women and Leave Me Alone I Got Anough Skank Problems!,1
287,@JPunx999 for you! Cuz no one else cares when I post it but I'm pretty sure you like it. Get your skank on!,0
288,"Sip wine with yo bitch while she explain shit to you, you couldn't understand as a man on yo own. Women's perspective will help you grow if you stfu & listen.",0
289,"HRC is taking long walks in the woods again. Its sinking in how incompetent and void of solutions she was. She stacked the deck and got her fat butt kicked. What a worthless, pathetic Skank this woman is. #maga #tcot",1
290,"Bitch you aint the only one who hate me, join the club, stand in the corner, and stfu.",1
291,first goes to bitch ass janelle. FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari. like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers,1
292,@BenSasse @Elise_Jordan #Kavanaugh also said birth control is abortion-inducing drugs Christian Sharia But of course I am a hysterical woman that should not have any rights Maybe you could pass a law like in the old days that my husband owns me,0
293,@allahpundit Hysterical woman tweeting again.,0
294,booty fever out in this bitch #insensitive #rape #iknowwhatkindofniggasaregonnafindthistweet #butter #icecream #sexualharassment #sex,0
295,@kimguilfoyle Does it bother you that Jrs kids look at you and think. So thats the skank who had daddys dick in his mouth while he was married to mommy. She is disgusting. You know they think it.,1
296,Yes Brooke! Give that bitch the hell she deserves. I knew it would take her to slap that skank down. #BoldandBeautiful,1
297,@SteveHofstetter SlutWhoreBitch Cunt Coulter,0
298,nbs stfu hoe ik bout you,1
299,"ANN COULTER IS RIGHT. BOOKER/HARRIS R BEHAVING LIKE A COUPLE HYSTERICAL WOMEN, EACH TRYING TO OUTDO THE OTHER.",1
300,@Kaepernick7 Fuck you pussy,0
301,@artbychristinem @AnnCoulter Oh look another hysterical women,1
302,@annmarievazja Skank man .. you got!!,0
303,"@SenKamalaHarris Not really. If anything, in your case it's being too kind.I would use 'a low IQ, hysterical woman of zero talent.'",1
304,"Men Need to Respect Woman , Point Blank There is No Excuse, Rape Shouldn’t Be Justified & There is No Excuse !!! https://t.co/p0PF1PZge3",0
305,@traciemac_Bmore You are a skank Graham.John McCain would be ashamed,1
306,"@artbychristinem @AnnCoulter Grant you the first point, but it was a joke more than an insult.About the second point though, calling an hysterical person hysterical doesn't set anyone back. There are hysterical women (and men), bitches and douchebags, ass",0
307,"THEN STOP SAYING IT CHRISTINA , fucking pussy stfu stop jocking her she dont be worried bout you you acting like flight",1
308,@beth2_k3a @consmover @KamalaHarris Shes a scank hole bitch lying lowlife,1
309,@flvwerchild @autumnrainwish Ya recently here a guy got acquitted of rape charges becos apparently the woman in question said no feebly,0
310,Stupid dumb bitch I hate stupid dumb bitches Like stfu You dumb ass hoe Im so angry That youre dumb and stupid You make no sense Look at you talk out of your mouth Lmaoo BITCH you mad ignorant Be quiet bc you embarass yourself Sorry youre right i am less intelligent,1
311,"BITCH STFU IAN CONNOR AINT A FUCKING ARTIST. The life of one, but he aint a artist. Know shit before you speak",1
312,@PressSec Are your children safe living with a skank like you? I certainly hope not.,1
313,@gergeyx @revoirandrew Got a job you fat daddy fucking cunt . Thats how Im paying rent dumb ass hoe,1
314,"Brown Nose Nikki, You were silent when Donnie talked about his PUSSY GRABBING, You were silent when he call black countries SHIT HOLES, you were silent when he spewed his RACIST VITRIOL, you were silent about CHARLOTTSVILLE. I can go on and on....SO STFU!",1
315,"@tamairaajohnson @Laquondanesia @victooooria09 bitch if only you really wanted all the smoke like yall said yall did. stfu dumb ass hoe, you done said bye 15!times but wanna claim you not retarded, BYE BITCH",1
316,"@NancyPelosi I can take the heat, thats why l stay in the kitchen.You cant deny she is a woman with no fear who speaks truth to power without hesitation. She may be older and not your cup of tea, but she fights for love of country over politics.",0
317,@allan_koia lol! So you admit it! Love it jailhouse. I rest my case. You're so pathetically hysterical. Beyond funn… https://t.co/dnSmMoSnpT,0
318,"@AnnCoulter Said the flack parroting talking pointsYou wouldnt know courage of convictions or risking your career if you tripped over them and landed right on top of themBtw, hysterical woman is a wonderful, sexist insult. Couldnt resist, huh?",1
319,Im such a fucking cunt bitch and i dont even mean to be goddammit,0
320,Just because I fuck u raw while tongue kissing you drop all my hoes meet your family eat yo pussy from the backand tell you I love you don't mean u my Itch #OnGod,1
321,@thuuiee stfu hoe you are a bad bitch!,1
322,I find this hysterical -the one thing I remember about my dad teaching me to drive was “WHAT THE FUCK ARE YOU WAITIN… https://t.co/XWncjNWSIB,0
323,@kathygriffin Because nobody wants to watch a nasty skank bitch run her mouth!,1
324,@Elaine61676401 @Leah49274379 @PattyArquette @SteveScalise Ok sure. You skank ass troll bot. Go take a bath with a toasterno one will miss you when you are gone,1
325,Enter the Kitchen Authority Bargain Sandwich Maker Sweeps. This little baby is perfect for making quick hot sandwiches like stuffed grilled cheese or pocket pizza!,0
326,@Pontifex go fuck another kid you pussy,0
327,An unfortunate reminder that men will kindly shut the fuck up about telling women what feminism is or should be. Not your call to make. Women will decide - maybe well disagree. But women and only women decide whats feminism. No one asked for your approval.,0
328,"@LindseyGrahamSC Can you please stfu and stop lecturing your colleagues, you sound like someone doing a fake lady plantation owner accent. Pussy.",0
329,We wouldn't appear hysterical if you'd STFU the FIRST time we try to talk. Js.,0
330,When multiple women hear and share stories of rape by #Weinstien how can he get a fair trail ?,0
331,"to everyone saying hyuna ruined edawn and pentagon needs to shut the fuck up. she didnt ruin it, yall who complained and sent hate to her did. because of yall sensitive and jealous asses this is what we, actual fans get.",0
332,"@WhittakerGayla @JRubinBlogger @BenSasse I'm sure Ben Sasse thinks you are sounding just like a hysterical woman now, Elliott.",0
333,More women accuse Weinstein of rape https://t.co/VzmVnP9Kqb,0
334,@AnnCoulter Better Most Hysterical Woman than Most Cadaverous Ghoul.Now shut up and go back in your crypt. The sun is up.,1
335,"Nearly every woman I know has #meToo in their feed -sexual harressment,abuse,rape all of it - yes it's heartbreaking, yes there's much 2 do..",0
336,"@minimaslany What if she enjoys it? I think the days where women are forced to stay in the kitchen, not work, etc are over.",0
337,Yall STAY making post about the LGBT community. You quoted my tweet and started bitching like the insecure little brat you are shut the fuck up and go cry to your mommy. I dont give a fuck about what you have to say.,1
338,@KristinP22 @ChuckGrassley @GodlessNZ Lord have mercy. Hysterical women who cannot research their claims need to take a nap.,1
339,"@AnnCoulter You already hold the title of a hysterical, racist, whining beetch!! STFU",1
340,"You're legit an asshole. Man or woman, act your fucking age. Show respect for others. Have decency to talk about things as an ""ADULT"" that you supposedly are. Dont be a fucking cunt about things ESPECIALLY if youre in the wrong.",0
341,So I'm working but a friend of mine is telling me that Corey Booker and Kamala harris are fighting for who is the more hysterical woman in the #KavanaughHearings is that true?#Kavanaugh #KavanaughConfirmation,1
342,niggas be in they 20s dating bitches that aint even old enough to drive talm bout why are women so complicated? bitch you dating a toddler stfu.,1
343,my bitch cunt supervisor can never keep my name outta her mouth,1
344,@NBCNews @darla22686198 Some pussy replied to my tweet but muted me FIRST!! YOU PUSSY!! HAHAHA,1
345,"@DogginTrump The whore bitch spoke! STFU Melania, Melanie , whatever your name is",1
346,@kathygriffin Hey stupid her name is MELANIA! And old Ugly skank ass like you isnt good enough to shine her shoes,1
347,@benshapiro Fuck you pussy,0
348,im single & its staying that way for a long time because I hate all you pussy niggas!,1
349,@realDonaldTrump Pssst. Your father in law has a criminal history from his country of origin that would've disqualified him for citizenship. When you're kicked out of our WH we'll send him back w/his chain migrated wife & that racist skank that pretends t,0
350,@oliviajblue @xx_ash_cash_xx It doesnt boo you look gorgeous!! I dont know why women still be out here with their gross bitch ass opinions on other women like stfu with the negativity and insults!! We cannot he stopped x,0
351,@MelsLien Get a hobby you pussy. #TrumpTrain2020,1
352,"@JoyAnnReid Please, men, do not wink at women in the workplace. Don't harass, catcall, grope, rape either.",0
353,See this is what I be talking about. People get out of pocket real quick and never ever lived with these individuals a day in their life. I hate people like this. Its not just a man or woman it was just a fucked up relationship. stfu,0
354,"@wideofthepost @daveweigel You guys get hysterical trying to pin Bernie’s loss on anyone but him, but this particul… https://t.co/oRHefuonSH",0
355,"@CalioWilliamson @CNN Fucking bitch ! Shes doing that since 2 years when she give money to STUDENTS, STUPID HOE ! Now laugh in silence and poverty ! U want attention and like bcse its trendy ton talk shit about her ??",1
356,"Well at the risk of being called sexists, a hysterical woman or drama queens are appropo descriptions of these two!",1
357,@sana_____0 Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!,1
358,@Ashleyjoyner1 fuck you pussy suckin bitch.,1
359,"@ThePakistanGuy YA Allah!This filthy skank needs a ""cage match"" to bring her to righteousness.What I mean is, she needs put into an ISIS Cage, sprayed with petrol...and then a lighted match is thrown in. Ha...now that's how you cure sinful behavior in a w",0
360,@ByronYork Funny. The hysterical Kamala moves into the lead for Most hysterical woman. #AnnCoulter,1
361,"I deleted my opening tweet about this because you know, be a good woman, keep quiet, mustn't be 'hysterical' or 'make a fuss'",0
362,"@SenKamalaHarris Hysterical Woman, you don't speak for me or other women in my household.",1
363,"@Simonjenkin My go-to analogy is Mean Girls - all cliques, no policies. ""Ohmigod you guys - Bernie isn't even a Democrat - 'kay? He can't sit with us! (Pass me my book.) Bernie is the nastiest skank bitch I have EVER met. Do NOT trust him. He is a FUGLY S",0
364,He a whole bitch. Soft. Snitch. Untrustworthy teammate. Just a hoe,0
365,Ladies want a task for your to do list today? quit talkin to scared lil bitch ass dudes... Some of y'all need to respect yourself enough to tell them to figure shit out & either man up or stfu. Real women ain't got time for that shit! #realtalk -Cardi B,1
366,Not enough thousands and thousands@ Angria to get you elected!!!! YOU LOST!!! Youre like Hilary Clinton..spoiled petulant and entitled...stfu,1
367,Love on my new ones and the @drum_thing remix been Wiked. In all fairness how can you not skank to these???!!!@dom877,0
368,@BenSasse So THIS doesnt matter as long as hysterical women dont interrupt the important white mens business matters?,0
369,@Sofiasweetiez @JAYDOUSE Bitch stfu ! Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep,1
370,@RefuSimbi So fucking sexy my QUEEN i can I be that SPECIAL king to spoil you for a WEEKEND are life time suck that pretty pussy and fuck u good plus suck on THEM sexy feet fuck with me BEAUTIFUL,1
371,"niggas want you to ride the dick, choke and die for 30 seconds on the dick, juggle on it, gargle their balls like mouthwash, and control you vaginal walls like youre squeezing a stress ball all for them to give you no type of orgasm. goodnight!",1
372,@sksnky @Schmidt4Donnie @HillaryClinton @dawnresist The filthy skank lost. Time for you loser's to grow up. No one likes whiny little bitchs.,1
373,i jos wanna say fuck u cube,0
374,@ChukaUmunna @UKLabour @gavinshuker @joanryanEnfield You are a pussy... stand up or shut up... put youre head above the parapet & make a stance or keep taking the MP wage & STFU x,1
375,"@AnnCoulter That would be you, dear Ann, the Most Hysterical Woman. Dessicated harpy.",1
376,"@atrupar Thanks MUCH for creating this hearing package. As you can see from my other tweets to you, I have a different take on it all (I agree with Coulter that Booker and Harris are competing for the Hysterical Woman Award) but I really appreciate the wo",1
377,You can’t find ANY other abbreviation for treating a woman nicely that doesn’t use the word rape? Really? https://t.co/ttSu3IdVL0,0
378,Oh you skank @_danielaaflores,1
379,@JaedyMcGuire @RT_com Just choke on your salad sandwich already. Those Men did not die during the Gulf War and do you really think that it did not play on their conscience why they were fighting? They still went anyway. You are directing your crap at the ,0
380,Right! As they rape and butcher women and children !!!!!! https://t.co/maEhwuYQ8B,0
381,@SenKamalaHarris you are a hysterical woman,1
382,Just because a woman decides to drop charges concerning a rape allegation doesn't mean it didn't happen. The legal… https://t.co/iiCbGA3kVY,0
383,@jjz1600 @janeosanders Not any man - Rape Fantasy writing Paid women staff less Calling PP establishment Women's rig… https://t.co/PO6erWKF77,0
384,@Maisie1992 Get in here you pussy,1
385,"Another fucking piece of a crap. You have gone too far in chasing mirages, Kashmiri women do not sleep around with RSS men, you fucking cunt, there is no sanity left in you now. You must have heard that phrase. 'Langoor Ke haath angoor' this shit is similar.",1
386,@lcb257 @kreidy_b This gifset was very partly in response to that beastly woman who tweeted that Claire should stay in the kitchen.,0
387,@CalobKent Miss you pussy,0
388,"Look, lady who needs a therapistI know you love when men choke and slap the shit out of you till you cum but not all of us like that. Go put some aloe on that banged up ass of yours and stay off my TL, darlin.",1
389,"@ida_skibenes I dont have Ovaries or a Vagina and I refuse to put women in jeopardy because they do... Pro-choice isnt pro -abortion, its womens right to choose... if you cant get pregnant from rape,STFU.",1
390,They think you pussy Verizon customer service be sucking wild dickkkkkkk. Its been 2 hrs lmao yo,0
391,"When a woman says shes a fan of a certain sport &/or team & you berate & quiz her incessantly on players/stats just to make her feel stupid and basically to prove her wrong, youre a fuckin ass hole Women are allowed to enjoy sports without knowin all the specifics. Fuck off",0
392,@804StreetMedia @rosemcgowan @jemelehill Then don't attack a woman for being a rape victim. This isn't hard.,0
393,@SHEDSDED You look like a straight pee on stfu pussy ass nigga,0
394,I like ADULT WOMEN with BIG TITTIES. Who are OVER THE AGE OF CONSENT. Unlike Trump and Jeffrey Epstein who rape 13… https://t.co/hvSNtttJD8,0
395,@tgirlmiller @realDonaldTrump Are you just upset that nobody is grabbing your skank pussy since trumps election is over. Youre an ugly gross old hag and youre also a racist pig and I hope all your children are black,1
396,What women do is way down on the list of rape causative factors but it's still on the list & u're not a potential… https://t.co/8pBru8eCCA,0
397,@BMS_Derek fuck you Derek your a pussy ass bitch you have no respect for th military ! You need to stfu bitch I served 4 tours in Iraq ! You need sit the fuck down Shut fuck you are a big pos ! Cheating lil bitch please blow your brains out ! Black injust,0
398,"@VascoDraco @1stAmendAlive @MooseLambResist @ScottPresler @NickMerrill 13 year old@ time of rape, woman brought sui… https://t.co/wTzdQkrBrG",0
399,"You know what I hate? A fucking ""what about men?"" type assholes when people are talking about women experiences & issues i.e. motherhood, unequal wages, rape, sexual harassment. Like fuck you, stfu dickhole.",0
400,@AnnCoulter @DonaldJTrumpJr And you should know about being a hysterical woman.,1
401,@RawStory Hey guys... maybe it is okay to wink at a woman if you don't attempt to rape her? Don't gimme that where do I draw the line crap.,0
402,"bitch FIRST of all thats how i talk i meant he, SECOND you da hoe hoe so stfu",1
403,@ashsays_stfu @mrgoodbeard__ Good morning Maam. Is your AFSC 2t2? I noticed the parcel in the pic and was wondering. Im shipping to BMT real soon and would like to ask you a few questions if it is.,0
404,"@womensmarch ""Hysterical Women"" is right out of the Con play book.. they believe only men can make the most fucked up decisions of all time, not need for women.",0
405,Ok like stfu HOE,1
406,"Bitch be starting lmao sis ""do what you preach""??? Speak for your fucking self you fucking cunt",1
407,Go away Obama. You pussy,0
408,@PYS_FlyATL You pussy.,0
409,"@Lilmax144 @cullencosta_ @adam22 Yeah stfu pussy aint copying shit, Im talking about my own shit yet you sitting here acting like you SHIT. You just mad you cant make music in the first place.",0
410,Hollywood tales: how do u judge this guy ..a pig? Harvey Weinstein:More women accuse Hollywood producer of rape https://t.co/8nEnUClUe3,0
411,@kaykaymaraj Lmao SKANK BITCH IM TELLIN MY MOMMA,1
412,I get a high off of how miserable your life is because you truest deserve it and it’s hysterical 😂😂,0
413,"@tannerofhides @minimaslany Not to mention that book Claire didn't stay in the kitchen either so the women clearly doesn't know what she's talking about. However yes so much more to women than doing the cooking, cleaning etc.",1
414,"@AnnCoulter @DonaldJTrumpJr You'd be the one to know about hysterical woman, though you have cornered the deceptive category.",1
415,@DLoesch You forgot skank in your Twitter description.,1
416,@Gallerias Another Woman Has Come Forward With A Very Detailed Rape Allegation Against… https://t.co/3nuBj6S18b,0
417,Im a skank for understanding the very basics of life!,0
418,@RapleNYC @JuiceWorlddd Still made it farther in life than you. Stfu and get outta here if you aint supporting.,0
419,"Mr Fucking Graham Shut the Fuck up about fucking Abortion! Goddamn you son of a bitch, You fucker! you can not take away the rights of women to have the right to their own bodies, you son of a bitch!",0
420,"@LoriCoutler @txdianemaga People in Eu & the US dont seem 2understand that the Muslim refugees coming from the Middle East r very poor, uneducated, &have no respect for women, children or animals.They do what was ok in their country ie rape women, childre",1
421,"@SenKamalaHarris @CoryBooker Competing for Most Hysterical Woman at the Kavanaugh hearings"" Trying to create outrage and Hate",1
422,@Moonlitelynn @womensmarch @bobblanddesign @CPDAction @lsarsour @TamikaDMallory @UltraViolet @VoteChoice @PPNYCAction @KishaBari @WaywardWinifred @wmnsmarchla They are not representing all women. Theyre representing hysterical women that want to whine and,1
423,Shut the fuck up you fat ass pussy. Nobody likes your Oompa Loompa looking bitch ass self.,1
424,@STFU_Edward BITCH you shouldnt be putting it out there cunt nugget,1
425,"Woman Who Accused Nelly of Rape Wants to Drop the Case, Will Not Testify The woman who accused rapper Nelly of sex… https://t.co/y9XnB9nDNi",0
426,@thebettinaarndt Hysterical women and she men by the looks of it,1
427,"@SenatorCollins so women should be seen and not heard, stay in the kitchen and cook dinner while pregnant? #SCOTUSKavanaugh",0
428,"@thehill Corky BOoger is hands down the most hysterical woman of the bunch, he wins",0
429,@AnnCoulter And I think @CoryBooker wins as most hysterical woman! Kamala is runner up but the Drama Queen going way gay w that I am Spartacus Hysteria!,0
430,Stfu you lie out the gate lol tf you except ! You want pussy out the gate !!,1
431,"Let's find this entitled little skank and make her life hell for as long as it takes to teach her a lesson. Portland, Oregon, someone knows her.",1
432,"...Screaming for decades ?When was last time Roe v Wade was actually threatened?Asking honestly...@SenGillibrand please, shut the fuck up.",0
433,"@RonWyden Talking about hysterical women, you're the worst.",0
434,Hold up Im jacking that perfect way to end a argument ima be like yo stfu you wanna argue or get yall pussy ate pick one,0
435,@nytopinion You sat by to engrossed in your own ego .while women were being raped and assaulted. You are a rape ena… https://t.co/oX2CZ6OO8C,0
436,"@FeministVoter She fucking called me a ""cracker bitch"", and you're going to attack me? Nice. Fucking cunt.",1
437,Yes I have a job And I'm pretty damn sure u dont make remotely close to what I make a week working 25 hours than what u make working 80 hours so shut the fuck up. I clearly said on the thread I had time yesterday....whore,1
438,"WAIT ALSO what fucking gift am I getting from my man at marriage???? Is he also going to be a Virgin , since you know god made virgins stfu I hope you never get laid again",0
439,"Hate me, love me, demonize me or worship me. I am mentally ill, a hysterical woman, a rebel & I don't give a fig anymore about social norms. If I want to study STEM & business, I will. Screw your assumption my businesses are cupcake bakeries.I am still kind, loving & a woman.",0
440,"@PiperPerabo You're a freak-ass SKANKBAG who has been a HAS-BEEN for 20 years. WTF are you anyway? NOBODY, so STFU and go suck it, skank.",1
441,Stfu you aint make no noise yet pussy !!,1
442,"#metoo I'm a victim of rape, abuse and harrassment. I have never known a woman who haven't had any of these experiences.",0
443,"No, ""god"" didn't make women for that you fucking cunt. If we love each other we're sure as hell gonna fuck whenever we want wherever we want. Stop embarrassing yourself with this shit",0
444,@dcexaminer Pretending hes some Maverick when in reality hes a hysterical woman,0
445,@Alecammisano Alessia you fkn skank go change,1
446,"sex is cool and all but have u ever came back from school finding out your parents arent home so u just scream out ""FUCKING BITCH IM FUCKING HOME ALONE CUNT YUHHHHHHHH"" out cuz same",0
447,@badzachx you pussy ass bitch. stfu,0
448,@DailyCaller Let's see... Rape woman then kick the dog. This fat pig needs to be neutered & hung in the public squ… https://t.co/AExJzqyLSd,0
449,"@GPerplexx Stfu pussy, no more Apple Music for you",1
450,@Kara3022 @ScottBaio @SUBWAY @71kylejordan @DennisDMZ You must be so proud of a sandwich maker. It takes a lot of brains to put mustard on a sand which.,1
451,@skweerl @CacheJewels @ericgarland When people say it's the women's fault that's so wrong no women wants unwanted sexual advances nor rape.,0
452,"@sarahberms I find it odd that they think a woman is the authority on what men should do with their lives, but then many of them think women are inferior to men and women who want equal treatment are feminazis. WTF alt-right? Cognitive dissonance much?",0
453,"@SunnyLeone @DanielWeber99 you bitch. You fucking whore. A fucking whore like you gets a chance to act in movies. What about the thousands of struggles we have? You motherfucking bitch! You bitch who doesn't know who her parents are, now acting clean! You",1
454,@NTKNet @RyanAFournier @SenKamalaHarris A hysterical woman !!!!,1
455,FUCKING SHUT ME UP BITCH FUCK U U AINT SHIT CUNT FAGGIT BITCH,1
456,@casonnasom @DFSLegacy76 @EvergreenDFS You won 5.60!!! You actually take time to post you won 5.60??? Fucking hysterical!! So bad.,0
457,@CurlyManJay @Medd1k stfu bitch nigga who told u to talk hoe,1
458,@cherrygalvez99 @Ericissmexy ME: h-You: BITCH STFU ILYM STUPID DUMB HOE !!,1
459,"Sexual harassment/sexual assult/rape are NOT & NEVER ok As a man, I stand with every single woman whos been through this ✊ #Respect #MeToo",0
460,To the bitch who said the United States is rape FREE. Ask the millions of women who haven’t reported it due to how bad our society is.,0
461,@qz @ArabelleRaphael If 1 guy can rape 10 women then it's clearly a problem with women. Speak up!!! No one can help… https://t.co/w9g4QmzWSh,0
462,@TomSteyer And you are a hysterical Cunt.,0
463,Muslim Accused of Rape Said ‘Allah’s Going to Get You’: A Muslim man accused of raping a woman also allegedly told…… https://t.co/DHxDEs6VZk,0
464,Idols literally arent gonna trust yall with dating shit anymore like fuck they actually wanted to be honest with yall and they trusted yall enough to talk about it and yall ruined their fucking careers . Im pissed off and knetz can choke gn,0
465,"@LeVeonBell wah I only make 15 million a year, wah. What a fuckin bitch bro. Cry me a river you pussy.",0
466,"@nancyleong The guy who has spent five years hiding from a rape inquiry thinks that a powerful woman is creepy, man… https://t.co/OvlQAJS1ek",0
467,dan humphrey is an annoying skank bitch,1
468,@realDonaldTrump Your followers might not know it but God knows (or whoever is in charge) what kind of lying monster you are. Don't think because you have that skank Paula White by your side that you won't go down in flames.,1
469,Hi bitch pls @ Us skank ass hoe you aint bouta to do shit but we can throw hands tomorrow since you so bold on twitter,1
470,@artbychristinem @AnnCoulter Perhaps Cory Booker self-identifies as a hysterical woman.,0
